BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME,LOAN_REASON_HomeImp,LOAN_REASON_Other,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1.0,3000.0,119826.0,193500.0,8.0,0.0,0.0,130.0333585,0.0,27.0,37.935644055555564,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3000.0,20000.0,29750.0,2.0,0.0,0.0,187.06666669999998,0.0,12.0,28.68199122555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3000.0,74014.8,14500.0,3.0,0.0,0.0,9.3,14.0,2.0,30.873112656666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3000.0,74014.8,14100.0,1.0,0.0,0.0,104.2,0.0,19.0,30.873112656666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3000.0,47000.0,82700.0,10.0,0.0,1.0,262.1666667,5.0,26.0,34.63064289222223,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3000.0,34542.0,45900.0,8.5,0.0,2.0,62.36666667,0.0,10.0,34.575871406666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3000.0,58000.0,71500.0,10.0,0.2,2.0,211.93333330000002,0.0,25.0,33.82648319333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3000.0,47000.0,56400.0,21.0,0.0,0.0,201.8666667,0.0,20.0,30.25310915,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3100.0,39589.0,36100.0,1.5,0.0,0.0,153.16666669999995,1.0,14.0,36.116541347777776,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3200.0,48603.0,61000.0,28.0,0.0,4.0,122.03333329999998,1.0,25.0,27.717222384444444,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3200.0,27200.0,40834.0,11.2,0.0,0.0,298.131564,0.0,7.0,35.55353879,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3200.0,54000.0,64850.0,1.0,0.0,0.0,121.86666670000001,3.0,21.0,28.74087255333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,3200.0,74864.0,87266.0,7.0,0.0,0.0,250.6312692,0.0,12.0,42.90999735,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3200.0,23159.0,102259.1,20.0,0.2,2.0,117.80574779999999,0.0,9.0,0.524499215,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3300.0,126541.0,134527.0,9.0,1.0,0.0,139.0,0.0,36.0,32.17584299000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,3300.0,130518.0,164317.0,9.0,0.0,6.0,192.289149,0.0,33.0,35.73055919,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3400.0,37000.0,52000.0,2.0,0.0,1.0,183.2999156,0.0,6.0,33.582606388888884,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3500.0,23200.0,38666.0,11.0,0.0,0.0,162.3666667,0.0,14.0,33.794123218888885,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3500.0,19400.0,20494.0,5.0,0.0,0.0,95.93333333,0.0,9.0,27.68525570222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3600.0,61584.0,61800.0,10.0,0.2,0.4,179.2,1.2,21.2,31.476845524444443,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3600.0,41900.0,52490.0,3.0,0.0,0.0,72.03333333,2.0,4.0,29.398012742222225,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3600.0,83700.0,111800.0,6.0,0.0,0.0,192.7333333,1.0,28.0,26.796549136666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3600.0,61327.0,76484.0,9.0,0.2,2.0,202.51077519999998,0.0,25.0,41.51638970000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3600.0,100693.0,114743.0,6.0,0.0,0.0,88.47045214,0.0,14.0,29.39354338,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3600.0,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,27.717222384444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3800.0,19135.0,97692.0,1.6,1.0,6.0,252.6333333,1.0,25.0,19.90424947388889,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3800.0,74014.8,73189.0,11.2,0.2,0.4,179.2,1.2,21.2,22.25394916,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,3900.0,29896.0,45960.0,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3900.0,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,25.48516543222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,3900.0,52825.0,63000.0,8.0,0.0,4.0,171.66666669999995,1.0,31.0,27.61163643777778,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3900.0,102143.0,118742.0,2.0,0.0,0.0,85.27736558,0.0,13.0,29.34392109,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3900.0,21200.0,39000.0,4.0,0.0,1.0,86.56666667,2.0,14.0,36.158247654444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4000.0,105164.0,112774.0,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4000.0,54543.0,61777.0,21.0,0.0,0.0,205.58668,0.0,19.0,21.80656346,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4000.0,26572.0,31960.0,11.0,0.0,0.0,117.79510390000002,0.0,8.0,41.28649195,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4000.0,17000.0,52012.0,22.0,3.0,1.0,85.33333333,1.0,9.0,36.962553094444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4000.0,29562.0,37200.0,6.0,0.0,0.0,92.13333333,1.0,26.0,31.833429465555557,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,41700.0,76725.0,0.5,0.0,3.0,136.1333333,0.0,15.0,35.17269235777778,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,58000.0,69440.0,3.5,0.0,1.0,168.66666669999995,0.0,18.0,33.94667650555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,5700.0,18000.0,11.2,0.0,0.0,12.2,0.0,17.0,30.347193026666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,30.347193026666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,38.66752034666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,74014.8,45760.0,0.0,0.0,0.0,179.2,0.0,0.0,24.88424957111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,62000.0,78000.0,4.0,0.0,0.0,109.56666670000001,0.0,15.0,37.08061031333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,74000.0,93000.0,2.6,1.0,3.0,186.6333333,1.2,9.0,33.37808962444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4000.0,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,24.66298995888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,67625.0,80698.0,11.0,0.2,1.0,212.3493039,0.0,25.0,39.12871763,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4000.0,67533.0,71865.0,10.0,0.2,2.0,227.7929884,0.0,25.0,39.1663287,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4100.0,74014.8,19132.0,0.0,0.0,0.0,100.7746522,0.0,19.0,33.840919899999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4100.0,57992.0,63797.0,7.0,0.0,4.0,165.50503700000004,1.0,31.0,22.27817437,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4200.0,56544.0,59218.0,19.0,0.0,0.0,211.0025991,1.0,20.0,19.02770443,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4200.0,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,32.60163059888889,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4200.0,67700.0,77000.0,4.0,0.0,0.0,128.8333333,0.0,31.0,39.09050934111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4200.0,66272.0,82953.0,3.0,0.0,0.0,110.27866259999999,0.0,15.0,43.45058791,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4300.0,68815.0,79852.0,6.0,0.0,0.0,105.1207088,0.0,14.0,41.80637615,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4300.0,72021.0,80027.0,2.0,2.0,0.0,263.9703003,0.0,5.0,36.43209394,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4400.0,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4500.0,66127.0,79087.0,4.0,1.0,0.0,81.34906509999998,0.0,15.0,40.70530876,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4500.0,74014.8,77182.0,11.2,0.2,0.4,179.2,1.2,21.2,25.227252899999996,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,39000.0,66000.0,1.0,0.0,0.0,170.3666667,1.0,19.0,35.06977676666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4500.0,71082.0,79247.0,4.0,0.0,0.0,118.7604101,0.0,14.0,41.42111052,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4500.0,74014.8,49044.0,0.0,0.0,0.0,179.2,0.0,0.0,11.6527388,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,57000.0,102259.1,5.0,0.2,0.4,222.6,1.0,13.0,32.29826019555556,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,34.58002373666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4500.0,45500.0,50000.0,6.0,0.0,0.0,86.16666667,0.0,18.0,28.348615204444446,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,118000.0,146870.0,4.5,2.0,0.0,203.8666667,1.0,20.0,33.93162591777778,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4500.0,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,32.52007447111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4700.0,67913.0,97205.0,2.0,0.0,0.0,142.8243915,0.0,24.0,35.22699719,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4700.0,71855.0,88566.0,2.0,2.0,0.0,283.9595381000001,0.0,5.0,36.47547328,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4700.0,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,28.928667388888886,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4700.0,88026.0,115506.0,6.0,0.0,0.0,182.2483316,0.0,27.0,29.20902258,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4700.0,26900.0,45000.0,9.0,1.0,2.0,90.46666667,1.0,16.0,32.3548196188889,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4800.0,67317.0,97191.0,3.0,0.0,0.0,137.31972480000002,0.0,23.0,34.27529378,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4800.0,56067.0,63102.0,9.0,0.0,3.0,160.1463113,1.0,30.0,21.58376012,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4800.0,80482.0,88342.0,7.0,0.0,0.0,275.0323948,0.0,11.0,43.71763511,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4900.0,58688.0,63348.0,9.0,0.0,3.0,179.1625747,2.0,31.0,22.54439284,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4900.0,65873.0,90408.0,2.0,0.0,0.0,141.858999,0.0,23.0,37.76961861,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,4900.0,25597.0,23031.0,5.0,0.0,0.0,101.74676640000001,0.0,8.0,33.24315698,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4900.0,170986.0,245300.0,11.2,0.0,0.0,131.9333333,0.0,22.0,40.86713945666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4900.0,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4900.0,57461.0,68494.0,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4900.0,74014.8,69706.0,11.2,0.2,0.4,179.2,1.2,21.2,33.70558774,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74014.8,34846.0,11.2,0.2,0.4,179.2,1.2,21.2,33.35465263,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,47479.0,61690.0,5.0,0.2,0.0,65.03296901,1.2,16.0,36.69941492,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,66839.0,87168.0,4.0,0.0,0.0,122.59722260000001,0.0,15.0,40.61677935,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,12457.0,53448.0,11.2,0.0,0.0,207.14348130000002,0.0,12.0,44.10795169,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5000.0,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,31.311976549999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,40000.0,70500.0,0.4,0.0,0.0,61.76666667,2.0,8.0,34.90643255333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,100882.0,102700.0,5.0,0.0,1.0,58.86666667,0.0,16.0,33.805798135555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,31000.0,47350.0,12.0,0.2,0.4,179.2,1.2,21.2,31.851922365555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,33.15887427333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,5000.0,100000.0,129693.5,13.0,0.2,0.4,179.2,1.2,21.2,36.218214270000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,74014.8,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,34.94925063333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74014.8,9100.0,1.0,0.0,0.0,54.73333333,2.0,8.0,36.835874082222226,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,33.386089733333336,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,123000.0,157500.0,9.0,0.2,0.4,179.2,1.2,21.2,27.17935787111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,74014.8,52000.0,11.2,0.0,1.0,285.3333333,0.0,6.0,15.29691021888889,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,22700.0,34225.0,4.0,0.0,0.0,74.63333333,3.0,9.0,31.141226722222218,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74014.8,74500.0,19.0,0.2,0.4,179.2,1.2,21.2,34.73262394555556,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,73126.0,87500.0,1.0,0.0,0.0,125.96666670000002,2.0,10.0,28.95315262888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,72517.0,86250.0,19.0,0.0,1.0,300.3666667,1.0,24.0,29.623758766666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5000.0,26037.0,35000.0,12.0,0.0,0.0,182.6333333,0.0,13.0,33.339920449999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,39000.0,50340.0,10.0,0.2,0.4,179.83333330000005,1.2,19.0,30.123066314444447,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5000.0,74014.8,26550.0,1.7,0.0,0.0,276.96666669999996,1.0,14.0,33.053637456666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,70470.0,77908.0,5.0,0.2,0.4,179.2,1.2,21.2,37.52514892777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74014.8,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,33.79156200111112,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,59900.0,80800.0,15.0,0.0,0.0,219.1333333,1.0,18.0,38.01053200555556,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,29.86688623666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,68000.0,75616.0,0.1,0.0,0.0,131.86666670000002,0.0,30.0,38.848620847777774,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,31.53061517,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,40000.0,32480.0,8.0,3.0,2.0,163.3666667,1.0,16.0,35.42426654888889,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,81748.0,102259.1,14.0,1.0,2.0,144.06666669999996,2.0,17.0,35.19496323333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,36.994310309999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,80153.0,97275.0,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,68739.0,93435.0,3.0,0.0,0.0,148.7204047,0.0,23.0,36.66927861,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,5000.0,51209.0,55320.0,5.0,0.2,1.0,69.1074656,1.2,15.0,35.02507297,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,46696.0,85202.0,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74014.8,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.95258888,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,66435.0,82819.0,2.0,0.0,0.0,125.1306256,0.0,14.0,42.18353867,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,179725.0,251962.0,11.2,0.0,0.0,127.4988134,0.0,22.0,40.30825936,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5100.0,85583.0,115341.0,7.0,0.0,0.0,177.9582551,1.0,28.0,26.25797013,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5100.0,72891.0,80691.0,1.0,1.0,0.0,273.88170519999994,0.0,6.0,39.85214652,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,34.59035331888889,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,74014.8,26715.0,1.0,0.0,0.0,258.7892976,0.0,14.0,26.72234334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,87258.0,121382.0,6.0,0.0,0.0,181.66304019999998,0.0,28.0,25.44475915,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5100.0,74014.8,28291.0,2.0,0.0,0.0,277.9445608,1.0,14.0,23.64469128,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,28.803712632222226,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,93000.0,116875.0,10.0,0.2,0.4,417.6333333,2.0,50.0,34.416953927777776,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,15500.0,34000.0,0.0,1.0,2.0,86.23333333,2.0,13.0,29.19622649222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,129319.0,141875.0,7.0,1.0,0.0,157.8598021,0.0,36.0,25.65074122,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5100.0,73882.0,96031.0,0.0,0.0,0.0,125.7874001,1.0,10.0,34.44607922,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,74071.0,97064.0,0.0,0.0,0.0,121.0759726,2.0,9.0,36.40172955,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,62702.0,79784.0,2.0,0.0,0.0,108.0725908,0.0,15.0,43.29013982,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5200.0,74014.8,36425.0,2.0,0.0,0.0,266.8134646,1.0,14.0,23.79740106,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5200.0,43039.0,53521.0,11.0,0.2,0.4,184.2966873,1.2,19.0,24.41476318,1.0,0.0,1.0,0.0,0.0,0.0,0.0
