ID,BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,LOAN_REASON,JOB,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME
39,0,3000,104570.0,121729.0,HomeImp,Office,2.0,0.0,0.0,85.8843719,0.0,14.0,32.05978327
40,1,3000,7000.0,20300.0,HomeImp,Other,3.0,0.0,0.0,50.8,5.0,9.0,
41,1,3000,,8800.0,HomeImp,Other,2.0,0.0,1.0,77.76666667,0.0,3.0,
42,1,3000,,33000.0,HomeImp,Other,1.0,0.0,1.0,23.3,1.0,2.0,
43,1,3000,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.0333585,0.0,27.0,
44,1,3000,20000.0,29750.0,DebtCon,Other,2.0,0.0,0.0,187.0666667,0.0,12.0,
47,1,3000,47000.0,82700.0,HomeImp,ProfExe,10.0,0.0,1.0,262.1666667,5.0,26.0,
48,1,3000,34542.0,45900.0,HomeImp,Mgr,8.5,0.0,2.0,62.36666667,0.0,10.0,
49,0,3000,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.9333333,0.0,25.0,
50,0,3000,47000.0,56400.0,HomeImp,Office,21.0,0.0,0.0,201.8666667,0.0,20.0,
51,1,3100,39589.0,36100.0,HomeImp,Other,1.5,0.0,0.0,153.16666669999995,1.0,14.0,
53,0,3200,67848.0,74566.0,HomeImp,Mgr,10.0,,1.0,206.4266021,0.0,25.0,40.11567728
55,1,3200,27200.0,40834.0,HomeImp,Other,,0.0,0.0,298.131564,0.0,7.0,35.55353879
56,1,3200,54000.0,64850.0,HomeImp,Other,1.0,0.0,0.0,121.8666667,3.0,21.0,
57,0,3200,74864.0,87266.0,HomeImp,ProfExe,7.0,0.0,0.0,250.6312692,0.0,12.0,42.90999735
58,1,3200,23159.0,,HomeImp,Mgr,20.0,,2.0,117.8057478,0.0,9.0,0.524499215
59,1,3300,126541.0,134527.0,HomeImp,Sales,9.0,1.0,0.0,139.0,0.0,36.0,
60,1,3300,130518.0,164317.0,DebtCon,Other,9.0,0.0,6.0,192.289149,0.0,33.0,35.73055919
61,1,3400,37000.0,52000.0,HomeImp,Office,2.0,0.0,1.0,183.2999156,0.0,6.0,
63,1,3500,19400.0,20494.0,HomeImp,Other,5.0,0.0,0.0,95.93333333,0.0,9.0,
65,1,3600,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.03333333,2.0,4.0,
67,0,3600,61327.0,76484.0,HomeImp,Mgr,9.0,,2.0,202.5107752,0.0,25.0,41.51638970000001
68,0,3600,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.47045214,0.0,14.0,29.39354338
69,1,3600,48507.0,61000.0,DebtCon,Office,13.0,1.0,4.0,97.4,0.0,17.0,
70,0,3600,52337.0,63989.0,HomeImp,Office,20.0,0.0,0.0,204.2724988,0.0,20.0,20.47091551
71,1,3700,17857.0,21144.0,HomeImp,Other,5.0,0.0,0.0,129.7173231,1.0,9.0,26.63434752
72,1,3800,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.6333333,1.0,25.0,
73,0,3800,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.7515336,0.0,20.0,20.06704205
74,0,3800,,73189.0,Other,Other,,,,,,,22.25394916
75,0,3800,11543.0,46045.0,HomeImp,Self,,0.0,0.0,204.6479917,0.0,11.0,42.17316588
76,1,3900,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119
77,1,3900,14500.0,22092.0,HomeImp,Other,3.5,0.0,1.0,150.3,5.0,8.0,
78,0,3900,52825.0,63000.0,DebtCon,ProfExe,8.0,0.0,4.0,171.66666669999995,1.0,31.0,
79,0,3900,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.27736558,0.0,13.0,29.34392109
80,1,3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.56666667,2.0,14.0,
81,0,4000,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806
83,1,4000,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.53333329999998,3.0,12.0,
84,1,4000,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.79510390000002,0.0,8.0,41.28649195
86,1,4000,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.13333333,1.0,26.0,
87,1,4000,41700.0,76725.0,HomeImp,Other,0.5,0.0,3.0,136.1333333,0.0,15.0,
88,1,4000,58000.0,69440.0,HomeImp,Other,3.5,0.0,1.0,168.66666669999995,0.0,18.0,
90,1,4000,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,
91,1,4000,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,
92,0,4000,66000.0,79050.0,HomeImp,Other,1.8,2.0,0.0,279.0,1.0,6.0,
93,0,4000,,45760.0,HomeImp,Other,0.0,0.0,0.0,,0.0,0.0,
94,0,4000,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.5666667,0.0,15.0,
96,1,4000,74000.0,93000.0,HomeImp,ProfExe,2.6,1.0,3.0,186.6333333,,9.0,
98,0,4000,67625.0,80698.0,HomeImp,Mgr,11.0,,1.0,212.3493039,0.0,25.0,39.12871763
100,1,4100,,19132.0,HomeImp,Other,0.0,0.0,0.0,100.7746522,0.0,19.0,33.8409199
101,1,4100,58500.0,65000.0,HomeImp,Other,8.0,1.0,2.0,63.93333333,2.0,15.0,
102,0,4100,57992.0,63797.0,DebtCon,ProfExe,7.0,0.0,4.0,165.50503700000004,1.0,31.0,22.27817437
104,1,4200,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,
105,0,4200,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.8333333,0.0,31.0,
106,0,4200,44000.0,55085.0,DebtCon,Other,6.0,,1.0,75.43333333,,16.0,
107,0,4200,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.2786626,0.0,15.0,43.45058791
108,0,4200,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.8713022,0.0,19.0,20.20803267
109,0,4300,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.93286899999998,0.0,31.0,34.18137652
110,0,4300,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.1207088,0.0,14.0,41.80637615
111,0,4300,72021.0,80027.0,HomeImp,Other,2.0,2.0,0.0,263.9703003,0.0,5.0,36.43209394
112,0,4400,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,3.0,162.39001069999995,0.0,30.0,23.58107924
113,0,4400,,60250.0,Other,Other,,,,,,,
114,1,4400,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483
116,0,4500,,77182.0,Other,Other,,,,,,,25.2272529
118,0,4500,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.7604101,0.0,14.0,41.42111052
121,1,4500,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.6,2.0,22.0,
122,1,4500,66517.0,87000.0,DebtCon,ProfExe,10.0,0.0,4.0,125.8,0.0,34.0,
123,0,4500,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.16666667,0.0,18.0,
124,1,4500,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.8666667,1.0,20.0,
125,1,4500,90000.0,105800.0,HomeImp,Other,6.0,2.0,3.0,80.1,3.0,10.0,
126,0,4700,67913.0,97205.0,Other,Mgr,2.0,0.0,0.0,142.8243915,0.0,24.0,35.22699719
129,1,4700,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,
130,0,4700,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.2483316,0.0,27.0,29.20902258
131,1,4700,26900.0,45000.0,HomeImp,ProfExe,9.0,1.0,2.0,90.46666667,1.0,16.0,
132,0,4800,67317.0,97191.0,Other,Mgr,3.0,0.0,0.0,137.31972480000002,0.0,23.0,34.27529378
133,0,4800,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,3.0,160.1463113,1.0,30.0,21.58376012
134,0,4800,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.0323948,0.0,11.0,43.71763511
135,0,4900,58688.0,63348.0,DebtCon,ProfExe,9.0,0.0,3.0,179.1625747,2.0,31.0,22.54439284
136,0,4900,65873.0,90408.0,Other,Mgr,2.0,0.0,0.0,141.858999,0.0,23.0,37.76961861
138,0,4900,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.5734189,0.0,15.0,41.67399636
139,1,4900,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,
140,0,4900,,28437.5,HomeImp,Other,,,,,,,
141,0,4900,170986.0,245300.0,DebtCon,Sales,,0.0,0.0,131.9333333,0.0,22.0,
142,1,4900,65576.0,65774.0,HomeImp,Other,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002
144,0,4900,,69706.0,Other,Other,,,,,,,33.70558774
145,0,5000,,34846.0,HomeImp,Other,,,,,,,33.35465263
146,0,5000,47479.0,61690.0,DebtCon,Other,5.0,,0.0,65.03296901,,16.0,36.69941492
147,0,5000,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.5972226,0.0,15.0,40.61677935
148,0,5000,12457.0,53448.0,HomeImp,Self,,0.0,0.0,207.1434813,0.0,12.0,44.10795169
150,1,5000,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.7,1.0,5.0,
152,1,5000,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.86666667,0.0,16.0,
153,1,5000,31000.0,47350.0,HomeImp,ProfExe,12.0,,,,,,
154,1,5000,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,
155,1,5000,100000.0,129693.5,HomeImp,Mgr,13.0,,,,,,
156,1,5000,,132000.0,HomeImp,Other,17.5,0.0,2.0,121.9,0.0,14.0,
157,1,5000,,9100.0,HomeImp,Other,1.0,0.0,0.0,54.73333333,2.0,8.0,
158,1,5000,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,
159,1,5000,,71277.0,HomeImp,Other,10.0,0.0,0.0,72.43333333,1.0,12.0,
160,1,5000,123000.0,157500.0,HomeImp,Mgr,9.0,,,,,,
161,1,5000,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.7,1.0,3.0,
162,1,5000,,52000.0,HomeImp,Other,,0.0,1.0,285.3333333,0.0,6.0,
163,1,5000,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.63333333,3.0,9.0,
164,1,5000,6000.0,38575.0,HomeImp,Self,7.0,0.0,1.0,335.0333333000001,3.0,42.0,
165,1,5000,,74500.0,HomeImp,Other,19.0,,,,,,
166,1,5000,,94119.0,HomeImp,Other,19.0,,,,,,
168,0,5000,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,1.0,300.3666667,1.0,24.0,
169,0,5000,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.6333333,0.0,13.0,
170,0,5000,39000.0,50340.0,HomeImp,Office,10.0,,,179.83333330000005,,19.0,
171,0,5000,,26550.0,DebtCon,Other,1.7,0.0,0.0,276.9666667,1.0,14.0,
172,0,5000,70470.0,77908.0,DebtCon,Other,5.0,,,,,,
173,0,5000,,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,
174,0,5000,74225.0,89640.0,DebtCon,ProfExe,0.3,,,,,,
175,0,5000,,65400.0,HomeImp,Office,1.5,0.0,0.0,51.76666667,0.0,4.0,
176,1,5000,,37500.0,HomeImp,Other,,0.0,3.0,107.1333333,10.0,5.0,
177,0,5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.76666667,3.0,14.0,
178,0,5000,59900.0,80800.0,DebtCon,ProfExe,15.0,0.0,0.0,219.1333333,1.0,18.0,
179,1,5000,10171.0,26809.0,HomeImp,Office,13.0,3.0,6.0,228.3,0.0,24.0,
181,1,5000,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.76666670000002,5.0,28.0,
183,1,5000,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.13333333,0.0,13.0,
184,1,5000,28000.0,36810.0,DebtCon,Other,2.0,1.0,0.0,222.2,1.0,6.0,
185,1,5000,40000.0,32480.0,HomeImp,Other,8.0,3.0,2.0,163.3666667,1.0,16.0,
187,0,5000,44674.0,59375.0,HomeImp,Office,10.0,,,178.6925087,,19.0,26.44819746
188,1,5000,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,
189,0,5000,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841
190,0,5000,68739.0,93435.0,Other,Mgr,3.0,0.0,0.0,148.7204047,0.0,23.0,36.66927861
191,0,5000,51209.0,55320.0,DebtCon,Other,5.0,,1.0,69.1074656,,15.0,35.02507297
192,1,5000,46696.0,85202.0,HomeImp,Other,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874
194,0,5000,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.1306256,0.0,14.0,42.18353867
195,0,5100,179725.0,251962.0,DebtCon,Sales,,0.0,0.0,127.4988134,0.0,22.0,40.30825936
196,0,5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.9582551,1.0,28.0,26.25797013
198,1,5100,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,
199,0,5100,,26715.0,DebtCon,Other,1.0,0.0,0.0,258.7892976,0.0,14.0,26.72234334
200,0,5100,87258.0,121382.0,HomeImp,ProfExe,6.0,0.0,0.0,181.6630402,0.0,28.0,25.44475915
201,0,5100,,28291.0,DebtCon,Other,2.0,0.0,0.0,277.9445608,1.0,14.0,23.64469128
202,1,5100,9900.0,30451.0,HomeImp,Other,11.0,0.0,0.0,21.2,0.0,2.0,
203,0,5100,93000.0,116875.0,HomeImp,Other,10.0,,,417.6333333,2.0,50.0,
204,1,5100,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.23333333,2.0,13.0,
205,1,5100,129319.0,141875.0,HomeImp,Sales,7.0,1.0,0.0,157.8598021,0.0,36.0,25.65074122
206,0,5100,66834.0,87361.0,HomeImp,Other,0.0,2.0,0.0,290.034108,0.0,6.0,38.76698507
208,0,5100,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.0759726,2.0,9.0,36.40172955
209,0,5100,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.0725908,0.0,15.0,43.29013982
210,0,5200,,36425.0,DebtCon,Other,2.0,0.0,0.0,266.8134646,1.0,14.0,23.79740106
211,0,5200,67000.0,77000.0,HomeImp,Other,9.0,0.0,1.0,119.7,0.0,25.0,
212,0,5200,43039.0,53521.0,HomeImp,Office,11.0,,,184.2966873,,19.0,24.41476318
213,0,5200,19000.0,26000.0,DebtCon,Other,0.0,1.0,0.0,17.2,10.0,7.0,
214,1,5200,,9500.0,DebtCon,Other,1.0,0.0,1.0,81.1,1.0,2.0,
216,0,5200,16324.0,45187.0,HomeImp,Self,,0.0,0.0,221.1180817,0.0,11.0,42.71209384
217,1,5200,40564.0,39527.0,HomeImp,Other,0.0,0.0,0.0,157.77103569999997,1.0,13.0,72.67043331
218,0,5300,73698.0,84427.0,DebtCon,Other,4.0,,,,,,19.13120118
219,0,5300,66987.0,65111.0,HomeImp,Sales,4.0,1.0,0.0,175.32870380000003,1.0,22.0,40.44257039
220,1,5300,26908.0,36078.0,HomeImp,Other,,0.0,0.0,302.3587095000001,0.0,8.0,39.1969854
222,0,5300,44993.0,50673.0,HomeImp,Office,7.0,,,184.7427672,,18.0,27.90612273
223,1,5300,51000.0,64000.0,HomeImp,Mgr,10.0,1.0,0.0,98.33333333,0.0,12.0,
225,0,5300,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.9339079,1.0,11.0,35.83854270000001
226,0,5300,60826.0,80826.0,HomeImp,Mgr,10.0,,1.0,212.8917461,0.0,25.0,38.59149403
227,0,5300,83552.0,96809.0,DebtCon,ProfExe,0.0,,,,,,28.42396191
229,0,5300,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.2419573,0.0,20.0,19.35050563
230,0,5400,53429.0,64505.0,DebtCon,Other,5.0,,0.0,69.54243011,,16.0,36.4802363
231,0,5400,,65474.0,HomeImp,Office,1.0,0.0,0.0,40.709849,0.0,4.0,37.84877104
232,0,5400,47844.0,52040.0,HomeImp,Office,8.0,,,189.0343046,,18.0,24.70113626
234,1,5400,59720.0,63450.0,HomeImp,ProfExe,5.0,0.0,1.0,199.9,1.0,20.0,
235,0,5400,86922.0,119846.0,HomeImp,ProfExe,5.0,0.0,0.0,185.0763473,1.0,28.0,26.3548893
236,0,5400,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63294419999997,0.0,30.0,32.05002349
237,0,5400,65814.0,85848.0,HomeImp,Other,4.0,0.0,0.0,122.9402886,0.0,15.0,44.09232568
238,0,5400,,75254.0,Other,Other,,,,,,,23.16374295
239,1,5400,78300.0,88000.0,HomeImp,ProfExe,8.0,0.0,0.0,102.5,3.0,19.0,
240,0,5400,48152.0,55760.0,DebtCon,Other,6.0,,0.0,78.45212577,,16.0,35.763638
241,0,5500,70481.0,82446.0,HomeImp,Other,8.0,0.0,1.0,116.5919769,0.0,24.0,37.61268272
242,0,5500,,35402.0,HomeImp,Other,,,,,,,35.27207374
243,0,5500,87765.0,101053.0,DebtCon,ProfExe,22.0,0.0,0.0,55.55804904,2.0,13.0,31.37554242
244,0,5500,52897.0,65054.0,HomeImp,Office,20.0,0.0,0.0,189.2953185,0.0,19.0,20.6541289
245,1,5500,24700.0,35675.0,DebtCon,Other,1.0,0.0,3.0,153.93333330000004,3.0,27.0,
247,0,5500,43486.0,81600.0,DebtCon,Other,4.0,0.0,0.0,216.1333333,4.0,30.0,
249,1,5500,,13770.0,HomeImp,Mgr,5.0,0.0,1.0,167.3666667,1.0,8.0,
250,0,5500,93051.0,115374.0,HomeImp,ProfExe,6.0,0.0,0.0,187.0205188,1.0,27.0,27.64674851
251,0,5500,87438.0,116679.0,HomeImp,ProfExe,6.0,0.0,0.0,186.424416,1.0,27.0,28.4175309
253,0,5500,72147.0,69918.0,HomeImp,Sales,4.0,2.0,0.0,158.5344979,0.0,23.0,43.40443024
254,1,5500,40584.0,46645.0,HomeImp,Other,4.0,0.0,1.0,136.3206375,0.0,13.0,34.49470897
255,1,5500,,12972.0,HomeImp,Other,1.0,0.0,1.0,82.29426635,0.0,2.0,36.9867441
257,0,5500,,66251.0,HomeImp,Office,1.0,0.0,0.0,43.72233695,0.0,3.0,41.45204353
258,0,5500,71644.0,72696.0,HomeImp,Sales,4.0,2.0,0.0,150.8658451,0.0,22.0,40.44256779
259,1,5500,85845.0,122205.0,DebtCon,ProfExe,5.0,0.0,0.0,172.2132767,1.0,26.0,32.67664088
260,0,5600,53793.0,66379.0,HomeImp,Office,22.0,0.0,0.0,206.0991341,0.0,19.0,18.36954053
261,0,5600,69435.0,83489.0,DebtCon,ProfExe,14.0,0.0,0.0,200.418434,1.0,17.0,22.84109285
262,0,5600,29648.0,39907.0,HomeImp,ProfExe,11.0,0.0,0.0,180.5630691,0.0,13.0,21.55494966
263,0,5600,76407.0,77485.0,HomeImp,Other,9.0,0.0,0.0,91.68377063,0.0,24.0,37.77335098
265,1,5600,55160.0,86800.0,HomeImp,Other,3.0,1.0,1.0,148.1333333,1.0,14.0,
267,0,5600,15275.0,47954.0,HomeImp,Self,,0.0,0.0,204.335245,0.0,12.0,42.39776964
268,0,5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.4995929,0.0,12.0,38.75056267
270,0,5700,49514.0,58249.0,HomeImp,Office,21.0,0.0,0.0,212.5391151,0.0,21.0,21.25802688
271,0,5700,76948.0,85753.0,HomeImp,Other,7.0,0.0,0.0,128.4764515,0.0,25.0,37.85968784
273,0,5700,,68591.0,HomeImp,Office,0.0,0.0,0.0,69.64566047,0.0,4.0,41.18503956
274,0,5700,26927.0,35461.0,DebtCon,Other,0.0,1.0,0.0,21.79935215,10.0,6.0,29.43966424
275,0,5700,49806.0,82242.0,DebtCon,Other,3.0,0.0,0.0,210.3474786,3.0,30.0,31.2434087
276,1,5700,70000.0,84579.0,DebtCon,Sales,0.1,0.0,0.0,95.9,1.0,17.0,
278,1,5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0.0,0.0,104.4,0.0,14.0,
281,0,5700,71556.0,79538.0,HomeImp,Other,2.0,0.0,0.0,92.64308456,0.0,15.0,41.21001247
282,0,5700,,39052.0,HomeImp,Other,3.0,0.0,0.0,272.22062830000004,0.0,25.0,39.89610462
284,0,5700,28116.0,33450.0,DebtCon,Other,0.0,1.0,0.0,15.39658739,9.0,7.0,30.0170133
287,0,5800,,36385.0,HomeImp,Other,2.0,0.0,0.0,266.5533944,1.0,25.0,43.30976454
289,0,5800,75000.0,90543.0,DebtCon,Mgr,18.0,0.0,0.0,300.4872058,1.0,23.0,38.94057536
291,1,5800,27791.0,46833.0,DebtCon,Mgr,3.0,0.0,0.0,83.28906275,1.0,13.0,30.18780539
293,0,5800,,34704.0,HomeImp,Other,,,,,,,34.17405555
294,0,5800,,73804.0,HomeImp,Office,1.0,0.0,0.0,71.76655716,0.0,4.0,41.28742339
295,0,5800,46595.0,58191.0,HomeImp,Other,5.0,0.0,0.0,80.13174641,0.0,17.0,24.14015367
296,1,5900,,28000.0,DebtCon,Self,1.0,2.0,1.0,36.76666667,1.0,8.0,
297,0,5900,70973.0,77989.0,HomeImp,Other,7.0,0.0,0.0,120.3794143,0.0,24.0,41.44250046
298,1,5900,,33100.0,HomeImp,Other,,0.0,0.0,238.6,1.0,2.0,
299,0,5900,,51189.0,HomeImp,Other,1.0,0.0,0.0,,0.0,0.0,12.74918065
300,0,5900,82912.0,91175.0,DebtCon,ProfExe,2.0,,,,,,27.59527352
301,1,5900,25972.0,41856.0,DebtCon,Other,2.0,0.0,2.0,157.9600114,3.0,27.0,40.62827818
302,0,5900,74187.0,78976.0,HomeImp,Other,9.0,0.0,1.0,118.442491,0.0,24.0,40.11040743
303,0,5900,,66903.0,Other,Other,,,,,,,32.78292683
304,1,5900,106650.0,,DebtCon,Mgr,1.0,0.0,6.0,250.5666667,4.0,23.0,
305,0,6000,,69492.0,Other,Other,,,,,,,32.97719723
306,0,6000,95232.0,115977.0,HomeImp,Office,22.0,0.0,0.0,149.0229081,1.0,12.0,37.95433691
307,1,6000,47625.0,85925.0,HomeImp,Office,0.1,2.0,1.0,154.1333333,4.0,26.0,
308,1,6000,24600.0,30500.0,HomeImp,Other,4.5,0.0,1.0,116.1,8.0,34.0,
309,1,6000,65000.0,94355.0,Other,Other,26.0,1.0,3.0,69.3,1.0,34.0,
310,1,6000,,,HomeImp,Office,13.0,,2.0,122.76666670000002,,23.0,
311,1,6000,33600.0,,HomeImp,Other,2.0,0.0,0.0,140.93333330000004,1.0,20.0,
312,1,6000,42000.0,58305.0,DebtCon,Other,19.0,0.0,0.0,90.0,2.0,13.0,
314,1,6000,9660.0,35900.0,DebtCon,Other,8.0,0.0,1.0,136.3,3.0,6.0,
315,1,6000,22859.0,32200.0,DebtCon,Other,4.0,0.0,0.0,83.33333333,3.0,20.0,
316,1,6000,16878.0,25850.0,Other,Mgr,1.0,0.0,1.0,218.6,5.0,34.0,
319,0,6000,53500.0,64790.0,DebtCon,Other,0.1,0.0,2.0,105.4,3.0,18.0,
320,0,6000,69876.0,94394.07,HomeImp,Other,0.0,0.0,1.0,179.56666669999996,0.0,32.0,
