BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME,LOAN_REASON_HomeImp,LOAN_REASON_Other,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
0.0,4000.0,105164.0,112774.0,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4000.0,74074.7,80609.0,1.5,0.0,2.0,126.53333329999998,3.0,12.0,39.04165543,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,26572.0,31960.0,11.0,0.0,0.0,117.79510390000002,0.0,8.0,41.28649195,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4000.0,29562.0,37200.0,6.0,0.0,0.0,92.13333333,1.0,26.0,32.66600996333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,41700.0,76725.0,0.5,0.0,3.0,136.1333333,0.0,15.0,34.566934784999994,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,58000.0,69440.0,3.5,0.0,1.0,168.66666669999995,0.0,18.0,30.07773191833334,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,29.888803820000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4000.0,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,32.12330699166667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,40.31823061166667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,74074.7,45760.0,0.0,0.0,0.0,179.2,0.0,0.0,21.315274978333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4000.0,62000.0,78000.0,4.0,0.0,0.0,109.56666670000001,0.0,15.0,37.970145025,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4000.0,74000.0,93000.0,2.6,1.0,3.0,186.6333333,1.2,9.0,31.026554071666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4000.0,67625.0,80698.0,11.0,0.2,1.0,212.3493039,0.0,25.0,39.12871763,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4100.0,74074.7,19132.0,0.0,0.0,0.0,100.7746522,0.0,19.0,33.840919899999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4100.0,58500.0,65000.0,8.0,1.0,2.0,63.93333333,2.0,15.0,29.955471086666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4100.0,57992.0,63797.0,7.0,0.0,4.0,165.50503700000004,1.0,31.0,22.27817437,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4200.0,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,35.41256193833333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4200.0,67700.0,77000.0,4.0,0.0,0.0,128.8333333,0.0,31.0,37.98012963333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4200.0,44000.0,55085.0,6.0,0.2,1.0,75.43333333,1.2,16.0,28.107554325,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4200.0,66272.0,82953.0,3.0,0.0,0.0,110.27866259999999,0.0,15.0,43.45058791,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4200.0,50216.0,58541.0,19.0,0.0,0.0,209.87130219999997,0.0,19.0,20.20803267,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4300.0,71206.0,78698.0,3.0,0.0,0.0,129.93286899999998,0.0,31.0,34.18137652,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,4300.0,68815.0,79852.0,6.0,0.0,0.0,105.1207088,0.0,14.0,41.80637615,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4300.0,72021.0,80027.0,2.0,2.0,0.0,263.9703003,0.0,5.0,36.43209394,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4400.0,53969.0,63869.0,7.0,0.0,3.0,162.39001069999995,0.0,30.0,23.58107924,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4400.0,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,4500.0,74074.7,77182.0,11.2,0.2,0.5,179.2,1.2,21.3,25.227252899999996,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,4500.0,71082.0,79247.0,4.0,0.0,0.0,118.7604101,0.0,14.0,41.42111052,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,32.00371375333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4500.0,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,38.01900038,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4500.0,45500.0,50000.0,6.0,0.0,0.0,86.16666667,0.0,18.0,28.379999596666664,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4500.0,118000.0,146870.0,4.5,2.0,0.0,203.8666667,1.0,20.0,31.67177673833333,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4500.0,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,31.886739621666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4700.0,67913.0,97205.0,2.0,0.0,0.0,142.8243915,0.0,24.0,35.22699719,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,4700.0,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,27.169684094999997,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4700.0,88026.0,115506.0,6.0,0.0,0.0,182.2483316,0.0,27.0,29.20902258,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,4700.0,26900.0,45000.0,9.0,1.0,2.0,90.46666667,1.0,16.0,34.860332525000004,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4800.0,67317.0,97191.0,3.0,0.0,0.0,137.31972480000002,0.0,23.0,34.27529378,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4800.0,56067.0,63102.0,9.0,0.0,3.0,160.1463113,1.0,30.0,21.58376012,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4800.0,80482.0,88342.0,7.0,0.0,0.0,275.0323948,0.0,11.0,43.71763511,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4900.0,58688.0,63348.0,9.0,0.0,3.0,179.1625747,2.0,31.0,22.54439284,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,4900.0,65873.0,90408.0,2.0,0.0,0.0,141.858999,0.0,23.0,37.76961861,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4900.0,67794.0,84630.0,4.0,0.0,0.0,112.57341890000001,0.0,15.0,41.67399636,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4900.0,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,30.008429945,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4900.0,170986.0,245300.0,11.2,0.0,0.0,131.9333333,0.0,22.0,40.89951907,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,4900.0,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,4900.0,74074.7,69706.0,11.2,0.2,0.5,179.2,1.2,21.3,33.70558774,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74074.7,34846.0,11.2,0.2,0.5,179.2,1.2,21.3,33.35465263,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,47479.0,61690.0,5.0,0.2,0.0,65.03296901,1.2,16.0,36.69941492,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,66839.0,87168.0,4.0,0.0,0.0,122.59722260000001,0.0,15.0,40.61677935,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,12457.0,53448.0,11.2,0.0,0.0,207.14348130000002,0.0,12.0,44.10795169,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5000.0,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,31.425682795,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,100882.0,102700.0,5.0,0.0,1.0,58.86666667,0.0,16.0,33.728530721666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,31000.0,47350.0,12.0,0.2,0.5,179.2,1.2,21.3,32.884915871666664,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,33.725115878333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,5000.0,100000.0,129693.5,13.0,0.2,0.5,179.2,1.2,21.3,36.80102466666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,74074.7,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,37.101419225,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74074.7,9100.0,1.0,0.0,0.0,54.73333333,2.0,8.0,37.26177986333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,36.487713203333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74074.7,71277.0,10.0,0.0,0.0,72.43333333,1.0,12.0,32.065512721666664,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,123000.0,157500.0,9.0,0.2,0.5,179.2,1.2,21.3,31.283686630000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,27.405722865,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74074.7,52000.0,11.2,0.0,1.0,285.3333333,0.0,6.0,12.846442315,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,22700.0,34225.0,4.0,0.0,0.0,74.63333333,3.0,9.0,32.994221555,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,6000.0,38575.0,7.0,0.0,1.0,335.0333333000001,3.0,42.0,25.30399387,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5000.0,74074.7,74500.0,19.0,0.2,0.5,179.2,1.2,21.3,34.191164065,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,74074.7,94119.0,19.0,0.2,0.5,179.2,1.2,21.3,32.648884445,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,72517.0,86250.0,19.0,0.0,1.0,300.3666667,1.0,24.0,28.049020356666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5000.0,26037.0,35000.0,12.0,0.0,0.0,182.6333333,0.0,13.0,32.994221555,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,39000.0,50340.0,10.0,0.2,0.5,179.83333330000005,1.2,19.0,31.607151454999997,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5000.0,74074.7,26550.0,1.7,0.0,0.0,276.96666669999996,1.0,14.0,28.615769469999993,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,70470.0,77908.0,5.0,0.2,0.5,179.2,1.2,21.3,38.54458431333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74074.7,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,33.15332135,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,74225.0,89640.0,0.3,0.2,0.5,179.2,1.2,21.3,33.9948087,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,74074.7,65400.0,1.5,0.0,0.0,51.76666667,0.0,4.0,39.14107993833334,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,5000.0,74074.7,37500.0,11.2,0.0,3.0,107.13333329999999,10.0,5.0,33.78917915833333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,78565.0,98500.0,24.0,0.0,0.0,51.76666667,3.0,14.0,32.61192533333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5000.0,59900.0,80800.0,15.0,0.0,0.0,219.1333333,1.0,18.0,37.65920025666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,30.080633660000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,5000.0,85165.0,107940.0,6.0,5.0,3.0,122.76666670000002,5.0,28.0,31.773695911666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5000.0,71571.0,85100.0,1.4,0.0,1.0,82.13333333,0.0,13.0,26.85674499,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5000.0,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,31.415157615,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,40000.0,32480.0,8.0,3.0,2.0,163.3666667,1.0,16.0,38.79921739666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,44674.0,59375.0,10.0,0.2,0.5,178.6925087,1.2,19.0,26.44819746,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,5000.0,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,38.220892500000005,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,80153.0,97275.0,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,68739.0,93435.0,3.0,0.0,0.0,148.7204047,0.0,23.0,36.66927861,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,5000.0,51209.0,55320.0,5.0,0.2,1.0,69.1074656,1.2,15.0,35.02507297,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5000.0,46696.0,85202.0,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,66435.0,82819.0,2.0,0.0,0.0,125.1306256,0.0,14.0,42.18353867,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,179725.0,251962.0,11.2,0.0,0.0,127.4988134,0.0,22.0,40.30825936,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5100.0,85583.0,115341.0,7.0,0.0,0.0,177.9582551,1.0,28.0,26.25797013,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,5100.0,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,33.751042506666664,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,74074.7,26715.0,1.0,0.0,0.0,258.7892976,0.0,14.0,26.72234334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,87258.0,121382.0,6.0,0.0,0.0,181.66304019999998,0.0,28.0,25.44475915,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5100.0,74074.7,28291.0,2.0,0.0,0.0,277.9445608,1.0,14.0,23.64469128,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,30.47580490666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,93000.0,116875.0,10.0,0.2,0.5,417.6333333,2.0,50.0,32.468946073333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,15500.0,34000.0,0.0,1.0,2.0,86.23333333,2.0,13.0,29.06252742166667,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5100.0,129319.0,141875.0,7.0,1.0,0.0,157.8598021,0.0,36.0,25.65074122,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,5100.0,66834.0,87361.0,0.0,2.0,0.0,290.034108,0.0,6.0,38.76698507,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,74071.0,97064.0,0.0,0.0,0.0,121.0759726,2.0,9.0,36.40172955,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5100.0,62702.0,79784.0,2.0,0.0,0.0,108.0725908,0.0,15.0,43.29013982,1.0,0.0,0.0,1.0,0.0,0.0,0.0
